id,name,category,rating,review_count,image,description,hashtag,price,contact,created_at
760,더리버사이드호텔 웨딩,HALL,80.0,688,https://dnna01d8m6k3w.cloudfront.net/partnerProfile/3533/202409/20240928/2d39bbf4-c0fa-47be-b6f2-5054bc92f810.jpg,"💒노벨라홀 (8층)
- 스타일: 밝은 / 하우스
- 예식 간격: 90분
- 보증인원: 저녁 200명~점심 270명
- 예식형태: 동시예식
- 식사형태: 코스
- 최대 수용인원: 550명

💒콘서트홀 (7층)
- 스타일: 어두운
- 예식 간격: 90분
- 보증인원: 저녁 250명~점심 300명
- 예식형태: 분리예식
- 식사형태: 뷔페
- 최대 수용인원: 500명

💒몽블랑홀 (6층)
- 스타일: 어두운
- 예식 간격: 270분
- 보증인원: 100명
- 예식형태: 동시예식
- 식사형태: 코스
- 최대 수용인원: 130명

📝체크리스트
- 신사역 도보 3분
- 건물 내 주차 600대 수용
- 100% 발렛 주차                                                                                                                                                                                                       ","호텔 예식,뷔페,90,분리,밝은,일반 컨벤션,식대 89,000,120,어두운",21900000,02-6710-1188,2026-03-13 08:13:33
11663,더채플앳논현,HALL,82.0,211,https://dnna01d8m6k3w.cloudfront.net/partnerProfile/5419/202410/20241031/49684373-a190-40c2-b5d1-bc182717eafc.jpg,"💒라메르홀 (5층)
- 스타일: 밝은 / 채플 
- 예식 간격: 90분
- 보증인원: 저녁 200명~점심 300명
- 예식형태: 분리예식 
- 식사형태: 뷔페
- 최대 수용인원: 500명

💒라포레홀 (6층)
- 스타일: 밝은 / 채플 
- 예식 간격: 90분
- 보증인원: 저녁 250명~점심 350명
- 예식형태: 분리예식 
- 식사형태: 뷔페
- 최대 수용인원: 500명

📝체크리스트
- 언주역 도보 3분
- 건물 내 주차 150대 수용(외부 주차 300대 수용)
- 셔틀버스 운행 ","채플,뷔페,식대 130,000,분리,하우스,90,90,밝은",48000000,02-562-1121,2026-03-13 08:13:33
3634,로프트가든344,HALL,84.0,777,https://dnna01d8m6k3w.cloudfront.net/partnerProfile/2225/202411/20241115/3b12ffa4-bb6a-4efa-b87f-466267681790.jpg,"💒단독홀 (10층)
- 스타일: 밝은 / 하우스
- 예식 간격: 90분
- 보증인원: 저녁 200명~점심 250명
- 예식형태: 분리예식
- 식사형태: 뷔페
- 최대 수용인원: 500명

📝체크 리스트
- 오목교역 도보 1분
- 건물 내 주차 300대 수용
- 애견 화동","하우스,뷔페,식대 80,000,분리,90,90,밝은",29350000,02-2644-7823,2026-03-13 08:13:33
10123,아펠가모 선릉점,HALL,78.0,257,https://dnna01d8m6k3w.cloudfront.net/partnerProfile/4023/202511/20251107/55c9a1b2-7e07-4760-89aa-0006aefa3105.jpg,"💒단독홀 (4층)
- 스타일: 밝은 / 채플
- 예식 간격: 90분
- 보증인원: 저녁 200명~점심 300명
- 예식형태: 분리예식
- 식사형태: 뷔페
- 최대 수용인원: 470명

📝체크리스트
- 선릉역 도보 2분
- 건물 내 주차 350대 수용","채플,뷔페,식대 81,400,90,90,분리,밝은",40000000,02-2183-0230,2026-03-13 08:13:33
1479,아펠가모 잠실점,HALL,79.0,258,https://dnna01d8m6k3w.cloudfront.net/partnerProfile/4332/202411/20241101/84ae8709-3ce5-4913-9565-a68e1202ea43.jpg,"💒그랜드볼룸홀 (2층)
- 스타일: 어두운 / 컨벤션 
- 예식 간격: 90분
- 보증인원: 저녁 200명~점심 300명
- 예식형태: 분리예식
- 식사형태: 뷔페
- 최대 수용인원: 500명

📝체크 리스트
- 잠실역 도보 4분
- 동서울 터미널 부근
- 건물 내 주차 200대 수용","뷔페,식대 90,000,90,90,분리,일반 컨벤션,어두운,채플",40000000,02-2144-0230,2026-03-13 08:13:33
763,더채플앳청담,HALL,81.0,267,https://dnna01d8m6k3w.cloudfront.net/partnerProfile/3870/202410/20241031/30813968-1eb9-488a-8016-2151a357c48a.jpg,"💒커티지홀 (3층)
- 스타일: 밝은 / 채플
- 예식 간격: 90분 
- 보증인원: 저녁 200명~점심 300명
- 예식형태: 분리예식
- 식사형태: 뷔페
- 최대 수용인원: 500명

💒채플홀 (6층)
- 스타일: 밝은 / 채플
- 예식 간격: 90분 
- 보증인원: 저녁 230명~점심 300명
- 예식형태: 분리예식
- 식사형태: 뷔페
- 최대 수용인원: 500명

📝체크리스트
- 압구정로데오역 도보 8분
- 건물 내 주차 200대 수용(외부 주차 300대 수용)
- 셔틀버스 운행 
- 단독 건물","채플,뷔페,식대 91,300,90,분리,90,밝은",44000000,02-421-1121,2026-03-13 08:13:33
13295,세인트메리스,HALL,0.0,1,https://dnna01d8m6k3w.cloudfront.net/partnerProfile/6957/202507/20250711/0b83dd38-bafb-4e42-bc70-270cea50f742.jpg,"💒단독홀 (5층)
- 스타일: 밝은 / 하우스 
- 예식 간격: 하루 세 타임 진행
- 보증인원: 최소 200명
- 예식형태: 동시예식
- 식사형태: 코스
- 최대 수용인원: 220명

📝체크리스트
- 사당역 도보 10분 
- 외부 주차 90대 수용","밝은,코스,식대 130,000,210,210,동시",48230000,02-587-8999,2026-03-13 08:13:33
12233,지타워컨벤션,HALL,82.0,88,https://dnna01d8m6k3w.cloudfront.net/partnerProfile/5718/202410/20241018/3921db7a-d957-4dbe-9dc7-635f2597906e.jpg,"💒컨벤션홀 (2층)
- 스타일: 컨벤션 / 어두운 
- 예식 간격: 90분
- 보증인원: 저녁 250명~점심 350명
- 예식형태: 분리예식 
- 식사형태: 뷔페 
- 최대 수용인원: 800명

📝체크리스트
- 구로디지털단지역 2번 출구
- 건물 내 주차 1,400대 수용                                                                                             ","일반 컨벤션,뷔페,식대 120,000,90,분리,90,어두운",57000000,02-432-9000,2026-03-13 08:13:33
4135,아만티호텔서울,HALL,77.0,98,https://dnna01d8m6k3w.cloudfront.net/partnerProfile/3506/202410/20241011/32c3d3e0-54f7-4875-8ce1-169f948a211c.jpg,"💒단독홀 (2층)
- 스타일: 채플 / 밝은
- 예식 간격: 120분
- 보증인원: 저녁 200명~점심 300명
- 예식형태: 분리예식 
- 식사형태: 뷔페 
- 최대 수용인원: 500명

📝체크리스트
- 홍대입구역 도보 8분
- 건물 내 주차 300대 수용                                                                                           ","호텔 예식,채플,뷔페,식대 85,000,분리,120,120,밝은",38000000,02-332-0158,2026-03-13 08:13:33
3597,제이오스티엘,HALL,79.0,415,https://dnna01d8m6k3w.cloudfront.net/partner/202309/20230927/6896d28b-dbec-42ab-9f98-8d8bda62595c.jpg,"💒티파니홀 (2층)
- 스타일: 어두운
- 예식 간격: 60분
- 보증인원: 저녁 120명~점심 150명
- 예식형태: 분리예식
- 식사형태: 뷔페
- 최대 수용인원: 300명

📝체크리스트
- 구로역 도보 5분
- 외부 주차 3,000대 수용                                                                                                                         ","일반 컨벤션,뷔페,식대 58,000,분리,60,60,어두운",10800000,02-2635-2222,2026-03-13 08:13:33
1407,라비에벨웨딩,HALL,84.0,63,https://dnna01d8m6k3w.cloudfront.net/partnerProfile/4012/202410/20241019/5ee640d9-6e88-4387-92cd-69ef505ea3df.jpg,"💒오페라홀 (9층)
- 스타일: 어두운 / 컨벤션 
- 예식 간격: 60분
- 보증인원: 저녁 200명~점심 300명
- 예식형태: 분리예식
- 식사형태: 뷔페
- 최대 수용인원: 1,000명

📝체크 리스트
- 부천시청역 도보 7분
- 건물 내 주차 800대 수용","일반 컨벤션,뷔페,식대 72,000,분리,60,60,어두운",29300000,032-325-2000,2026-03-13 08:13:33
4212,서울웨딩타워,HALL,88.0,621,https://dnna01d8m6k3w.cloudfront.net/partnerProfile/2309/202506/20250618/ece13808-cf05-446a-a324-3025d7963be2.jpg,"💒단독홀 (2층)
- 스타일: 어두운 / 컨벤션
- 예식 간격: 80분(토), 70분(일)
- 보증인원: 저녁 200명~점심 350명
- 예식형태: 분리예식
- 식사형태: 뷔페
- 최대 수용인원: 700명

📝체크 리스트
- 가락시장역 도보 8분
- SRT 수서역 부근
- 건물 내 주차 2,000대 수용
- 애견 화동","코스,식대 85,000,80,80,분리,일반 컨벤션,어두운",42750000,02-463-5000,2026-03-13 08:13:33
12845,틸티드 한남,HALL,0.0,0,https://dnna01d8m6k3w.cloudfront.net/partnerProfile/6462/202410/20241023/e42d4be0-f99c-444a-9bb5-bfaad33f1b09.jpeg,"💒단독홀 (1층)
- 스타일: 하우스 / 야외
- 예식 간격: 하루 두 타임 진행
- 보증인원: 20명~250명
- 예식형태: 동시예식
- 식사형태: 코스
- 최대 수용인원: 250명

📝체크 리스트
- 한강진역 도보 5분
- 건물 내 주차 12대 수용(외부 주차 100대 수용)
- 애견 화동","하우스,야외,150,밝은,뷔페,식대 88,000,분리,150",37840000,1877-1727,2026-03-13 08:13:33
1652,그랜드컨벤션센터,HALL,76.0,293,https://dnna01d8m6k3w.cloudfront.net/profile/202509/20250913/77388082-8310-4436-ae8f-55b35654f8b4.jpg,"💒그랜드홀 (3층)
- 스타일: 어두운
- 예식 간격: 90분
- 보증인원: 저녁 200명~점심 300명
- 예식형태: 분리예식
- 식사형태: 뷔페 
- 최대 수용인원: 600명

💒리젠시홀 (3층)
- 스타일: 밝은 / 채플
- 예식 간격: 90분
- 보증인원: 저녁 200명~점심 300명
- 예식형태: 분리예식
- 식사형태: 뷔페 
- 최대 수용인원: 600명

📝체크리스트
- 당산역 도보 1분
- 건물 내 주차 2,000대 수용(외부 주차 250대 수용)                                                                                                                                                                                                      ","뷔페,식대 95,000,분리,채플,90,90,일반 컨벤션,어두운",32750000,02-3667-9000,2026-03-13 08:13:33
11352,토브헤세드,HALL,67.0,79,https://dnna01d8m6k3w.cloudfront.net/partnerProfile/4686/202409/20240912/d49f2589-2bec-4376-9bbd-1e7b5235ab26.jpg,"💒단독홀 (2층)
- 스타일: 밝은 / 하우스
- 예식 간격: 하루 세 타임 진행
- 보증인원: 200명
- 예식형태: 분리예식
- 식사형태: 뷔페
- 최대 수용인원: 250명

📝체크리스트
- 학동역 도보 7분
- 외부 주차 30대 수용
- 셔틀버스 운행
- 애견 화동
- 플라워 랩핑","뷔페,식대 87,000,하우스,180,180,분리,밝은",37750000,02-516-2300,2026-03-13 08:13:33
1021,서울로얄호텔,HALL,75.0,25,https://dnna01d8m6k3w.cloudfront.net/partnerProfile/4219/202504/20250421/30dbac4a-37e4-4b2e-9072-e011bd485fa0.jpg,"💒그랜드볼룸홀 (3층)
- 스타일: 어두운
- 예식 간격: 하루 세 타임 진행
- 보증인원: 저녁 100명~점심 250명 
- 예식형태: 동시예식
- 식사형태:  코스
- 최대 수용인원: 240명

📝체크 리스트
- 명동역 도보 5분
- 건물 내 주차 300대 수용                                                                                                                                ","호텔 예식,코스,동시,하우스,식대 95,000,240,240,어두운",34750000,02-2129-5801,2026-03-13 08:13:33
1880,KRX한국거래소 한결웨딩,HALL,0.0,0,https://dnna01d8m6k3w.cloudfront.net/partnerProfile/6377/202410/20241008/0fdc7a20-6a3f-46ca-aeb7-bba250645d2a.jpg,"💒컨퍼런스홀 (1층)
- 스타일: 어두운
- 예식 간격: 120분
- 보증인원: 저녁 150명~점심 200명
- 예식형태: 분리예식
- 식사형태: 뷔페 
- 최대 수용인원: 320명

📝체크리스트
- 여의도역 도보 5분
- 건물 내 주차 700대 수용","일반 컨벤션,뷔페,분리,120,120,식대 60,000",16500000,02-761-1551,2026-03-13 08:13:33
806,더 청담,HALL,76.0,146,https://dnna01d8m6k3w.cloudfront.net/partnerProfile/3462/202505/20250519/ef6250ec-6e55-4b9b-bffa-5974391c94ba.jpg,"💒노블레스홀 (2층)
- 스타일: 어두운 / 컨벤션 
- 예식 간격: 90분
- 보증인원: 저녁 200명~점심 300명
- 예식형태: 분리예식
- 식사형태: 뷔페
- 최대 수용인원: 350명

💒더 돔 (5층)
- 스타일: 밝은 / 하우스 
- 예식 간격: 하루 두 타임 진행
- 보증인원: 150명
- 예식형태: 동시예식
- 식사형태: 뷔페 / 코스
- 최대 수용인원: 230명

📝체크리스트
- 압구정로데오역 도보 8분
- 건물 내 주차 700대 수용
- 셔틀버스 운행
- 애견 화동","일반 컨벤션,뷔페,코스,식대 85,000,240,분리,동시,하우스,90,어두운,밝은",25250000,02-518-8001,2026-03-13 08:13:33
3548,레노스블랑쉬,HALL,77.0,100,https://dnna01d8m6k3w.cloudfront.net/profile/202502/20250205/e6576bbd-203e-4786-b5a3-82fdd9754b8e.jpg,"💒블랑쉬홀 (2층)
- 스타일: 어두운 / 컨벤션
- 예식 간격: 60분
- 보증인원: 저녁 100명~점심 200명
- 예식형태: 분리예식
- 식사형태: 뷔페
- 최대 수용인원: 600명

📝체크 리스트
- 왕십리역에서 도보 4분
- 건물 내 주차 200대 수용(외부 주차 300대 수용)
- 애견 화동","일반 컨벤션,뷔페,분리,60,60,식대 55,000,어두운",14300000,02-2295-9925,2026-03-13 08:13:33
4197,베스트웨스턴 프리미어 강남호텔,HALL,79.0,11,https://dnna01d8m6k3w.cloudfront.net/profile/202508/20250820/44d267a3-4a0a-47c3-834c-9d4adba56a90.png,"💒GN가든홀 (3층)
- 스타일: 야외
- 예식 간격: 하루 두 타임 진행
- 보증인원: 60명
- 예식형태: 동시예식
- 식사형태: 뷔페 / 코스
- 최대 수용인원: 200명

📝체크리스트
- 언주역 도보 4분 
- 건물 내 주차 80대 수용
- 애견 화동
- 플라워 랩핑","호텔 예식,야외,뷔페,300,식대 75,000,300,동시,분리,코스",14500000,02-6474-2200,2026-03-13 08:13:33
11524,디에스컨벤션웨딩,HALL,80.0,72,https://dnna01d8m6k3w.cloudfront.net/partnerProfile/4906/202410/20241018/f1d1e239-4c36-4321-92ea-67b4ff0db9a0.jpg,"💒디에스홀 (2층)
- 스타일: 어두운 / 컨벤션
- 예식 간격: 60분
- 보증인원: 저녁 150명~점심 200명
- 예식형태: 분리예식
- 식사형태: 뷔페
- 최대 수용인원: 500명

📝체크 리스트
- 화서역 도보 5분
- 건물 내 주차 1,000대 수용
- 애견 화동
- 플라워랩핑","일반 컨벤션,뷔페,식대 68,000,분리,60,60,어두운",20800000,031-227-8000,2026-03-13 08:13:33
4525,더빅토리아웨딩파티,HALL,75.0,91,https://dnna01d8m6k3w.cloudfront.net/partner/202303/20230330/e3bb7ef9-da90-46a9-9146-dadb7ada768d.png,"💒빅토리아홀 (6층)
- 스타일: 어두운 
- 예식 간격: 90분
- 보증인원: 200명
- 예식형태: 분리예식
- 식사형태: 뷔페
- 최대 수용인원: 400명

💒하늘정원홀 (9층)
- 스타일: 밝은 / 하우스
- 예식 간격: 90분
- 보증인원: 200명
- 예식형태: 분리예식
- 식사형태: 뷔페
- 최대 수용인원: 400명

📝체크 리스트
- 미아사거리역 도보 4분 거리
- 건물 내 주차 400대 수용","일반 컨벤션,뷔페,분리,식대 58,000,90,90,밝은",19300000,02-985-2003,2026-03-13 08:13:33
4221,삼정호텔,HALL,72.0,40,https://dnna01d8m6k3w.cloudfront.net/partnerProfile/5239/202509/20250912/a2626623-2122-4b2c-9c35-d6dae6bda762.jpg,"💒아도니스홀 (1층)
- 스타일: 어두운 / 호텔
- 예식 간격: 하루 두 타임 진행
- 보증인원: 250명
- 예식형태: 동시예식
- 식사형태: 코스
- 최대 수용인원: 250명

💒제라늄홀 (2층)
- 스타일: 밝은 / 호텔
- 예식 간격: 하루 두 타임 진행
- 보증인원: 200명
- 예식형태: 동시예식
- 식사형태: 코스
- 최대 수용인원: 250명

📝체크리스트
- 언주역 도보 4분 
- 건물 내 주차 500대 수용
- 애견 화동","호텔 예식,코스,식대 88,000,300,동시,300,어두운",28600000,02-557-0292,2026-03-13 08:13:33
12804,서울가든호텔,HALL,0.0,5,https://dnna01d8m6k3w.cloudfront.net/partnerProfile/5422/202501/20250116/97c6aba5-61d7-4082-b5b5-2a6a1ca59fed.jpg,"💒그랜드볼룸홀 (2층)
- 스타일: 어두운
- 예식 간격: 하루 세 타임 진행
- 보증인원: 250명
- 예식형태: 동시예식
- 식사형태: 코스
- 최대 수용인원: 메인홀 280명 / 서브홀 160명

💒아이리스홀 (2층)
- 스타일: 밝은
- 예식 간격: 하루 세 타임 진행
- 보증인원: 30명
- 예식형태: 동시예식
- 식사형태: 코스
- 최대 수용인원: 60명

📝체크리스트
- 마포역 도보 2분
- 건물 내 주차 300대 수용                                                                                                                        ","호텔 예식,코스,식대 95,000,동시,300,300,어두운",18700000,02-710-7200,2026-03-13 08:13:33
12189,네오트로(100주년 기념관),HALL,0.0,1,https://dnna01d8m6k3w.cloudfront.net/partnerProfile/5651/202502/20250206/64fb2572-d547-41c3-96d7-f5a1cce88b34.png,"💒100주년 기념관 (1층)
- 스타일: 채플
- 예식 간격: 하루 세 타임 진행
- 보증인원: 150명
- 예식형태: 분리예식
- 식사형태: 뷔페
- 최대 수용인원: 400명

📝체크 리스트
- 종로5가역 도보 5분
- 건물 내 주차 200대 수용","일반 컨벤션,식대 53,000,뷔페,분리,120,120,밝은,채플",10750000,02-2646-5115,2026-03-13 08:13:33
13859,더베르G,HALL,0.0,2,https://dnna01d8m6k3w.cloudfront.net/partnerProfile/7238/202506/20250611/9db8864e-b31b-453c-a24f-cf9818bfd135.jpg,"💒단독홀
- 스타일: 밝은 / 하우스
- 예식 간격: 90분
- 보증인원: 250명
- 예식형태: 분리예식
- 식사형태: 뷔페 
- 최대 수용인원: 500명

📝체크리스트
- 영등포구청역 도보 3분
- 건물 내 주차 400대 수용
- 셔틀버스 운행                                                                                               ","컨벤션,하우스,뷔페,식대 110,000,90,90,분리",43500000,02-2088-5272,2026-03-13 08:13:33
12512,더마레보호텔,HALL,0.0,9,https://dnna01d8m6k3w.cloudfront.net/partnerProfile/6026/202410/20241012/28dc13ac-f3cf-4f67-b55b-eb3d6e209fde.jpg,"💒아뜰리에M홀 (15층)
- 스타일: 밝은 / 호텔
- 예식 간격: 하루 네 타임 진행
- 보증인원: 저녁 150명~점심 250명
- 예식형태: 분리예식
- 식사형태: 뷔페
- 최대 수용인원: 400명

📝체크 리스트
- 영통역 도보 5분
- 건물 내 주차 400대 수용
- 애견 화동
- 플라워랩핑","호텔 예식,뷔페,식대 82,000,150,150,분리,밝은",40250000,031-202-3773,2026-03-13 08:13:33
8444,더메리든,HALL,87.0,174,https://dnna01d8m6k3w.cloudfront.net/partnerProfile/2385/202410/20241020/578e30a8-9243-4e8e-b5a5-4f8ab0d99f3e.jpg,"💒단독홀 (8층)
- 스타일: 밝은 / 하우스
- 예식 간격: 90분
- 보증인원: 저녁 150명~점심 250명
- 예식형태: 분리예식
- 식사형태: 한상차림
- 최대 수용인원: 600명

📝체크 리스트
- 서현역 도보 5분
- 건물 내 주차 750대 수용","하우스,한상차림,식대 72,000,90,90,분리,밝은",25500000,031-705-3033,2026-03-13 08:13:33
1223,동서울웨딩컨벤션,HALL,90.0,515,https://dnna01d8m6k3w.cloudfront.net/partnerProfile/2513/202410/20241029/185bd408-e8e9-4fe7-9409-aac3133cc100.jpg,"💒그랜드볼룸 (1층)
- 스타일: 어두운 / 컨벤션
- 예식 간격: 60분
- 보증인원: 저녁 150명~점심 250명
- 예식형태: 분리예식
- 식사형태: 뷔페
- 최대 수용인원: 600명

📝체크 리스트
- 가천대역 도보 1분
- 건물 내 주차 1,300대 수용","일반 컨벤션,뷔페,식대 64,000,분리,60,60,어두운",24900000,031-721-6700,2026-03-13 08:13:33
12946,슈슈몽드,HALL,0.0,0,https://dnna01d8m6k3w.cloudfront.net/partnerProfile/6576/202409/20240914/b9fa9ac2-26fc-4dd3-9dad-85b870680237.jpg,"💒단독홀 (1층)
- 스타일: 밝은 / 하우스
- 예식 간격: 하루 두 타임 진행
- 보증인원: 60명
- 예식형태: 동시예식
- 식사형태: 뷔페 / 코스
- 최대 수용인원: 130명

📝체크리스트
- 학동역 도보 8분
- 외부 주차 30대 수용
- 100% 발렛 주차
- 애견 화동
- 플라워 랩핑","분리,360,동시,360,야외,하우스,밝은,뷔페,식대 88,000,코스",15730000,02-545-7207,2026-03-13 08:13:33
1777,케이터틀,HALL,81.0,390,https://dnna01d8m6k3w.cloudfront.net/partnerProfile/2599/202512/20251227/9ccc20e7-cee0-4948-96e6-72dec0af370c.jpg,"💒컨벤션홀 (2층)
- 스타일: 어두운
- 예식 간격: 120분
- 보증인원: 250명
- 예식형태: 분리예식
- 식사형태: 뷔페
- 최대 수용인원: 400명

💒라 페네트레홀 (1층)
- 스타일: 밝은
- 예식 간격: 90분
- 보증인원: 150명
- 예식형태: 분리예식
- 식사형태: 뷔페
- 최대 수용인원: 300명

📝체크리스트
- 신촌역 도보 4분
- 건물 내 주차 300대 수용
- 야외 테라스 보유                                                                                                                                             ","일반 컨벤션,뷔페,식대 79,000,분리,90,120,하우스,어두운",19750000,02-715-3611,2026-03-13 08:13:33
